Win/No Contest/Draw,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time
win,Alexis Davis,Liz Carmouche,0,0,23,49,1,4,2,0,Women's Flyweight,S-DEC,3,5:00
win,Andre Soukhamthath,Luke Sanders,1,0,20,23,0,0,0,0,Bantamweight,KO/TKO Punches,2,1:06
win,Alex Perez,Carls John De Tomas,0,0,24,8,2,0,3,0,Bantamweight,SUB Anaconda Choke,2,1:54
win,Frankie Saenz,Merab Dvalishvili,0,0,58,47,0,11,0,0,Bantamweight,S-DEC,3,5:00
win,Alejandro Perez,Iuri Alcantara,0,0,35,38,0,0,0,0,Bantamweight,U-DEC,3,5:00
win,Davi Ramos,Chris Gruetzemacher,0,0,55,46,5,0,1,0,Lightweight,SUB Rear Naked Choke,3,0:50
win,Trevin Giles,Antonio Braga Neto,1,0,70,18,0,2,0,0,Middleweight,KO/TKO Punches,3,2:27
win,Max Holloway,Jose Aldo,0,0,174,87,0,0,0,0,Featherweight,KO/TKO Punches,3,4:51
win,Francis Ngannou,Alistair Overeem,1,0,6,1,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:42
win,Henry Cejudo,Sergio Pettis,0,0,36,25,3,0,0,0,Flyweight,U-DEC,3,5:00
win,Eddie Alvarez,Justin Gaethje,1,0,155,122,1,0,0,0,Lightweight,KO/TKO Knee,3,3:59
win,Tecia Pennington,Michelle Waterson-Gomez,0,0,95,56,1,2,0,0,Women's Strawweight,U-DEC,3,5:00
win,Paul Felder,Charles Oliveira,0,0,31,6,0,2,0,2,Lightweight,KO/TKO Elbows,2,4:06
win,Yancy Medeiros,Alex Oliveira,2,2,75,93,1,2,0,0,Welterweight,KO/TKO Punches,3,2:02
win,David Teymur,Drakkar Klose,0,0,52,39,1,2,0,0,Lightweight,U-DEC,3,5:00
win,Felice Herrig,Cortney Casey,0,0,76,91,1,0,0,0,Women's Strawweight,S-DEC,3,5:00
win,Amanda Cooper,Angela Magana,0,0,40,12,1,0,1,0,Women's Strawweight,KO/TKO Punches,2,4:34
win,Abdul Razak Alhassan,Sabah Homasi,1,0,27,39,1,0,0,0,Welterweight,KO/TKO Punches,1,4:21
win,Dominick Reyes,Jeremy Kimball,0,0,16,4,1,1,1,0,Light Heavyweight,SUB Rear Naked Choke,1,3:39
win,Justin Willis,Allen Crowder,1,0,22,15,0,0,0,0,Heavyweight,KO/TKO Punch,1,2:33
win,Nicco Montano,Roxanne Modafferi,0,0,186,132,3,2,1,1,Women's Flyweight,U-DEC,5,5:00
win,Sean O'Malley,Terrion Ware,0,0,141,88,3,0,0,0,Bantamweight,U-DEC,3,5:00
win,Lauren Murphy,Barb Honchak,0,0,59,71,2,0,0,2,Women's Flyweight,S-DEC,3,5:00
win,Gerald Meerschaert,Eric Spicely,1,0,36,17,0,1,0,1,Middleweight,KO/TKO Kick,2,2:18
drawdraw,DeAnna Bennett,Melinda Fabian,0,1,47,49,0,0,1,0,Women's Flyweight,M-DEC,3,5:00
win,Brett Johns,Joe Soto,0,0,1,0,0,0,1,0,Bantamweight,SUB Calf Slicer,1,0:30
win,Montana De La Rosa,Christina Marks,0,0,6,10,0,1,1,0,Women's Flyweight,SUB Armbar,1,2:00
win,Ryan Janes,Andrew Sanchez,0,2,159,96,0,3,0,0,Middleweight,KO/TKO Punch,3,0:58
win,Rachael Ostovich,Karine Gevorgyan,0,0,3,2,1,0,1,0,Women's Flyweight,SUB Armbar,1,1:40
win,Shana Dobson,Ariel Beck,1,0,34,35,0,0,0,0,Women's Flyweight,KO/TKO Punch,2,2:53
win,Gillian Robertson,Emily Whitmire,0,0,2,9,1,0,1,0,Women's Flyweight,SUB Armbar,1,2:12
win,Kelvin Gastelum,Michael Bisping,1,0,14,7,0,0,0,0,Middleweight,KO/TKO Punch,1,2:30
win,Li Jingliang,Zak Ottow,1,0,26,5,0,0,0,0,Welterweight,KO/TKO Punches,1,2:57
win,Wang Guan,Alex Caceres,1,0,71,49,0,0,0,0,Featherweight,S-DEC,3,5:00
win,Alex Garcia,Muslim Salikhov,0,0,6,10,3,0,1,0,Welterweight,SUB Rear Naked Choke,2,3:22
win,Zabit Magomedsharipov,Sheymon Moraes,0,0,34,18,11,0,1,0,Featherweight,SUB Anaconda Choke,3,4:30
win,Song Kenan,Bobby Nash,1,0,14,1,0,0,0,0,Welterweight,KO/TKO Punches,1,0:15
win,Yan Xiaonan,Kailin Curran,0,0,96,52,0,2,0,0,Women's Strawweight,U-DEC,3,5:00
win,Song Yadong,Bharat Kandare,1,0,8,3,0,0,1,0,Featherweight,SUB Guillotine Choke,1,4:16
win,Shamil Abdurakhimov,Chase Sherman,1,0,6,5,0,0,0,0,Heavyweight,KO/TKO Punches,1,1:24
win,Gina Mazany,Wu Yanan,0,0,38,22,5,1,0,0,Women's Bantamweight,U-DEC,3,5:00
win,Rolando Dy,Wulijiburen,1,0,26,17,0,4,0,0,Featherweight,U-DEC,3,5:00
win,Cyril Asker,Hu Yaozong,0,0,20,8,4,0,1,1,Heavyweight,SUB Rear Naked Choke,2,2:33
win,Fabricio Werdum,Marcin Tybura,0,0,155,127,1,1,0,0,Heavyweight,U-DEC,5,5:00
win,Jessica-Rose Clark,Bec Rawlings,0,0,101,65,2,2,1,1,Women's Flyweight,S-DEC,3,5:00
win,Belal Muhammad,Tim Means,0,0,88,91,1,0,0,0,Welterweight,S-DEC,3,5:00
win,Jake Matthews,Bojan Velickovic,0,0,20,24,4,1,0,1,Welterweight,S-DEC,3,5:00
win,Elias Theodorou,Daniel Kelly,0,0,118,42,0,2,0,1,Middleweight,U-DEC,3,5:00
win,Alexander Volkanovski,Shane Young,0,0,68,18,5,1,0,0,Catch Weight,U-DEC,3,5:00
win,Ryan Benoit,Ashkan Mokhtarian,1,0,45,42,0,0,0,0,Flyweight,KO/TKO Kick,3,2:38
win,Nik Lentz,Will Brooks,0,0,34,49,0,2,1,1,Lightweight,SUB Guillotine Choke,2,2:05
win,Tai Tuivasa,Rashad Coulter,1,0,22,10,0,0,0,0,Heavyweight,KO/TKO Flying Knee,1,4:35
win,Frank Camacho,Damien Brown,0,0,154,104,1,2,0,1,Lightweight,S-DEC,3,5:00
win,Nadia Kassem,Alex Chambers,0,0,52,45,0,4,6,0,Women's Strawweight,U-DEC,3,5:00
win,Eric Shelton,Jenel Lausa,0,0,86,5,5,1,0,2,Flyweight,U-DEC,3,5:00
win,Adam Wieczorek,Anthony Hamilton,0,0,42,32,0,2,0,0,Heavyweight,U-DEC,3,5:00
win,Dustin Poirier,Anthony Pettis,0,0,53,34,5,1,0,4,Lightweight,KO/TKO,3,2:08
win,Matt Brown,Diego Sanchez,1,0,18,12,0,0,0,0,Welterweight,KO/TKO Elbow,1,3:44
win,Andrei Arlovski,Junior Albini,0,0,92,48,0,0,0,0,Heavyweight,U-DEC,3,5:00
win,Cezar Ferreira,Nate Marquardt,0,1,47,36,2,0,0,0,Middleweight,S-DEC,3,5:00
win,Raphael Assuncao,Matthew Lopez,1,0,46,34,0,1,0,0,Bantamweight,KO/TKO Punch,3,1:50
win,Clay Guida,Joe Lauzon,1,0,24,1,0,0,0,0,Lightweight,KO/TKO Punch,1,1:07
win,Marlon Moraes,John Dodson,0,1,45,43,1,2,1,0,Bantamweight,S-DEC,3,5:00
win,Tatiana Suarez,Viviane Pereira,0,0,71,13,4,0,0,1,Women's Strawweight,U-DEC,3,5:00
win,Sage Northcutt,Michel Quinones,0,0,79,55,3,0,0,0,Lightweight,U-DEC,3,5:00
win,Nina Nunes,Angela Hill,0,0,143,107,0,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Sean Strickland,Court McGee,0,0,78,62,3,0,1,0,Welterweight,U-DEC,3,5:00
win,Jake Collier,Marcel Fortuna,0,0,94,59,0,1,0,1,Light Heavyweight,U-DEC,3,5:00
win,Karl Roberson,Darren Stewart,0,0,17,6,1,0,2,0,Middleweight,SUB Rear Naked Choke,1,3:41
win,Georges St-Pierre,Michael Bisping,1,0,59,27,3,0,1,0,Middleweight,SUB Rear Naked Choke,3,4:23
win,TJ Dillashaw,Cody Garbrandt,2,1,20,18,0,0,0,0,Bantamweight,KO/TKO Punch,2,2:41
win,Rose Namajunas,Joanna Jedrzejczyk,1,0,15,5,0,0,0,0,Women's Strawweight,KO/TKO Punch,1,3:03
win,Stephen Thompson,Jorge Masvidal,1,0,70,42,0,0,0,0,Welterweight,U-DEC,3,5:00
win,Paulo Costa,Johny Hendricks,1,0,49,27,0,0,0,0,Middleweight,KO/TKO Punches,2,1:23
win,James Vick,Joe Duffy,1,0,42,25,0,2,0,0,Lightweight,KO/TKO Punch,2,4:59
win,Mark Godbeer,Walt Harris,0,0,3,21,0,1,0,0,Heavyweight,DQ,1,4:29
win,Ovince Saint Preux,Corey Anderson,1,0,23,30,0,4,0,0,Light Heavyweight,KO/TKO Kick,3,1:25
win,Randy Brown,Mickey Gall,0,0,41,7,1,0,0,2,Welterweight,U-DEC,3,5:00
win,Curtis Blaydes,Aleksei Oleinik,1,0,39,34,4,0,0,0,Heavyweight,KO/TKO,2,1:39
win,Ricardo Ramos,Aiemann Zahabi,1,0,42,46,3,0,0,0,Bantamweight,KO/TKO Spinning Back Elbow,3,1:58
win,Derek Brunson,Lyoto Machida,1,0,10,3,0,0,0,0,Middleweight,KO/TKO Punch,1,2:30
win,Colby Covington,Demian Maia,0,0,88,53,0,0,0,0,Welterweight,U-DEC,3,5:00
win,Pedro Munhoz,Rob Font,0,0,20,30,0,0,1,0,Bantamweight,SUB Guillotine Choke,1,4:03
win,Francisco Trinaldo,Jim Miller,0,0,63,34,1,1,0,0,Lightweight,U-DEC,3,5:00
win,Thiago Santos,Jack Hermansson,1,0,28,5,0,0,0,0,Middleweight,KO/TKO Punch,1,4:59
win,John Lineker,Marlon Vera,0,0,77,49,0,0,0,0,Bantamweight,U-DEC,3,5:00
win,Vicente Luque,Niko Price,1,0,61,25,0,0,1,0,Welterweight,SUB D'Arce Choke,2,4:08
win,Antonio Carlos Junior,Jack Marshman,0,0,11,1,1,0,1,0,Middleweight,SUB Rear Naked Choke,1,4:30
win,Jared Gordon,Hacran Dias,0,0,101,32,2,0,0,1,Lightweight,U-DEC,3,5:00
win,Elizeu Zaleski dos Santos,Max Griffin,0,2,84,51,0,0,0,0,Welterweight,U-DEC,3,5:00
win,Deiveson Figueiredo,Jarred Brooks,0,0,19,30,1,7,5,0,Flyweight,S-DEC,3,5:00
win,Marcelo Golm,Christian Colombo,0,0,35,2,1,0,1,0,Heavyweight,SUB Rear Naked Choke,1,2:08
win,Darren Till,Donald Cerrone,1,0,24,14,0,1,0,0,Welterweight,KO/TKO Punch,1,4:20
win,Karolina Kowalkiewicz,Jodie Esquibel,0,0,127,65,1,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Jan Blachowicz,Devin Clark,0,0,33,15,1,0,1,0,Light Heavyweight,SUB Rear Naked Choke,2,3:02
win,Oskar Piechota,Jonathan Wilson,1,0,56,17,1,0,3,0,Middleweight,U-DEC,3,5:00
win,Marcin Held,Nasrat Haqparast,0,1,19,27,3,1,1,0,Lightweight,U-DEC,3,5:00
win,Brian Kelleher,Damian Stasiak,1,0,79,43,1,1,1,0,Bantamweight,KO/TKO Punch,3,3:39
win,Ramazan Emeev,Sam Alvey,0,0,38,29,1,0,0,0,Middleweight,U-DEC,3,5:00
win,Andre Fili,Artem Lobov,1,0,55,55,5,0,0,0,Featherweight,U-DEC,3,5:00
win,Warlley Alves,Salim Touahri,0,0,38,35,2,0,0,0,Welterweight,U-DEC,3,5:00
win,Aspen Ladd,Lina Lansberg,0,0,26,41,1,0,0,0,Women's Bantamweight,KO/TKO Punches,2,2:33
win,Josh Emmett,Felipe Arantes,4,0,67,43,1,0,0,0,Featherweight,U-DEC,3,5:00
win,Tony Ferguson,Kevin Lee,0,0,54,55,0,3,2,0,Lightweight,SUB Triangle Choke,3,4:02
win,Demetrious Johnson,Ray Borg,0,0,64,13,8,3,2,0,Flyweight,SUB Armbar,5,3:15
win,Fabricio Werdum,Walt Harris,0,0,0,0,1,0,1,0,Heavyweight,SUB Armbar,1,1:05
win,Mara Romero Borella,Kalindra Faria,0,0,3,0,1,0,1,0,Women's Flyweight,SUB Rear Naked Choke,1,2:54
drawdraw,Beneil Dariush,Evan Dunham,1,0,81,36,0,1,0,0,Lightweight,M-DEC,3,5:00
win,Cody Stamann,Tom Duquesnoy,0,0,66,33,4,1,0,0,Bantamweight,S-DEC,3,5:00
drawdraw,Lando Vannata,King Green,1,0,104,93,4,1,1,0,Lightweight,S-DEC,3,5:00
win,Poliana Botelho,Pearl Gonzalez,0,0,67,27,1,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Matt Schnell,Marco Beltran,0,0,38,34,0,1,1,0,Flyweight,U-DEC,3,5:00
win,John Moraga,Bibulatov Magomed,1,0,8,5,0,0,0,0,Flyweight,KO/TKO Punch,1,1:38
win,Brad Tavares,Thales Leites,1,0,70,46,0,0,0,0,Middleweight,U-DEC,3,5:00
win,Ovince Saint Preux,Yushin Okami,0,0,0,0,0,0,1,1,Light Heavyweight,SUB Von Flue Choke,1,1:50
win,Jessica Andrade,Claudia Gadelha,0,0,141,42,4,0,0,2,Women's Strawweight,U-DEC,3,5:00
win,Dong Hyun Ma,Takanori Gomi,1,0,13,2,0,0,0,0,Lightweight,KO/TKO Punch,1,1:30
win,Gokhan Saki,Henrique da Silva,2,0,40,20,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,4:45
win,Teruto Ishihara,Rolando Dy,1,0,50,48,2,0,0,0,Featherweight,U-DEC,3,5:00
win,Jussier Formiga,Yuta Sasaki,0,0,9,16,1,0,2,0,Flyweight,SUB Rear Naked Choke,1,4:30
win,Keita Nakamura,Alex Morono,0,0,27,38,2,0,0,0,Welterweight,S-DEC,3,5:00
win,Syuri Kondo,Chan-Mi Jeon,0,0,135,95,0,0,0,0,Women's Strawweight,S-DEC,3,5:00
win,Shinsho Anzai,Luke Jumeau,0,0,51,49,1,0,0,0,Welterweight,U-DEC,3,5:00
win,Daichi Abe,Hyun Gyu Lim,1,0,63,43,1,0,0,0,Welterweight,U-DEC,3,5:00
win,Luke Rockhold,David Branch,0,0,58,25,2,1,0,0,Middleweight,KO/TKO Punches,2,4:05
win,Mike Perry,Alex Reyes,1,0,11,6,0,0,0,0,Welterweight,KO/TKO Knee,1,1:19
win,Anthony Smith,Hector Lombard,1,0,35,65,0,1,0,0,Middleweight,KO/TKO Punches,3,2:33
win,Gregor Gillespie,Jason Gonzalez,1,0,20,22,4,0,1,0,Lightweight,SUB Arm Triangle,2,2:11
win,Kamaru Usman,Sergio Moraes,1,0,16,13,0,0,0,0,Welterweight,KO/TKO Punch,1,2:48
win,Justin Ledet,Azunna Anyanwu,0,0,36,37,0,0,0,0,Heavyweight,S-DEC,3,5:00
win,Olivier Aubin-Mercier,Anthony Rocco Martin,0,0,20,15,4,0,0,1,Lightweight,S-DEC,3,5:00
win,Daniel Spitz,Anthony Hamilton,0,0,5,0,1,0,0,0,Heavyweight,KO/TKO Punches,1,0:24
win,Uriah Hall,Krzysztof Jotko,1,1,26,44,0,1,0,1,Middleweight,KO/TKO Punches,2,2:25
win,Gilbert Burns,Jason Saggo,1,0,42,35,2,1,0,0,Lightweight,KO/TKO Punch,2,4:55
win,Amanda Nunes,Valentina Shevchenko,0,0,86,72,2,0,0,0,Women's Bantamweight,S-DEC,5,5:00
win,Rafael Dos Anjos,Neil Magny,0,0,13,1,0,0,1,0,Welterweight,SUB Arm Triangle,1,3:43
win,Henry Cejudo,Wilson Reis,1,0,34,5,2,0,0,0,Flyweight,KO/TKO Punch,2,0:25
win,Ilir Latifi,Tyson Pedro,0,0,44,31,4,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Jeremy Stephens,Gilbert Melendez,5,0,96,29,0,0,0,0,Featherweight,U-DEC,3,5:00
win,Ketlen Vieira,Sara McMann,0,0,17,29,1,1,2,0,Women's Bantamweight,SUB Arm Triangle,2,4:16
win,Sarah Moras,Ashlee Evans-Smith,0,0,3,3,0,0,1,0,Women's Bantamweight,SUB Armbar,1,2:51
win,Ricky Glenn,Gavin Tucker,1,0,142,23,4,0,1,1,Featherweight,U-DEC,3,5:00
win,Alex White,Mitch Clarke,3,0,57,28,0,0,0,0,Lightweight,KO/TKO Punch,2,4:36
win,Arjan Bhullar,Luis Henrique,1,0,24,32,1,0,0,0,Heavyweight,U-DEC,3,5:00
win,Kajan Johnson,Adriano Martins,1,0,26,16,0,0,0,1,Lightweight,KO/TKO Punch,3,0:49
win,Alexander Volkov,Stefan Struve,1,0,135,41,2,0,0,0,Heavyweight,KO/TKO Punch,3,3:30
win,Siyar Bahadurzada,Rob Wilkinson,3,0,43,24,0,2,1,0,Middleweight,KO/TKO Punch,2,3:10
win,Marion Reneau,Talita Bernardo,0,0,57,22,0,3,5,1,Women's Bantamweight,KO/TKO Punches,3,4:54
win,Leon Edwards,Bryan Barberena,0,1,23,44,3,0,3,1,Welterweight,U-DEC,3,5:00
win,Darren Till,Bojan Velickovic,0,0,49,34,1,0,0,0,Welterweight,U-DEC,3,5:00
win,Mairbek Taisumov,Felipe Silva,1,0,2,0,0,0,0,0,Lightweight,KO/TKO Punch,1,1:24
win,Michel Prazeres,Mads Burnell,0,0,26,10,4,0,1,0,Lightweight,SUB North-South Choke,3,1:26
win,Rustam Khabilov,Desmond Green,0,0,34,47,3,1,0,0,Lightweight,U-DEC,3,5:00
win,Aleksandar Rakic,Francimar Barroso,0,0,46,24,0,2,0,0,Light Heavyweight,U-DEC,3,5:00
win,Zabit Magomedsharipov,Mike Santiago,0,0,45,24,1,2,2,0,Featherweight,SUB Rear Naked Choke,2,4:22
win,Abdul-Kerim Edilov,Bojan Mihajlovic,0,0,77,1,2,0,1,0,Light Heavyweight,KO/TKO Punches,2,2:32
win,Thibault Gouti,Andrew Holbrook,1,0,41,22,0,0,0,0,Lightweight,KO/TKO Punches,1,4:28
win,Sergio Pettis,Brandon Moreno,0,0,76,45,0,4,0,0,Flyweight,U-DEC,5,5:00
win,Alexa Grasso,Randa Markos,0,0,64,45,0,4,0,0,Women's Strawweight,S-DEC,3,5:00
win,Niko Price,Alan Jouban,1,0,10,5,0,0,0,0,Welterweight,KO/TKO Punch,1,1:44
win,Humberto Bandenay,Martin Bravo,1,0,5,1,0,0,0,0,Featherweight,KO/TKO Kick,1,0:26
win,Sam Alvey,Rashad Evans,0,0,40,17,0,2,0,0,Middleweight,S-DEC,3,5:00
win,Alejandro Perez,Andre Soukhamthath,0,3,44,43,1,0,0,0,Bantamweight,S-DEC,3,5:00
win,Jack Hermansson,Brad Scott,0,0,38,0,1,0,0,1,Middleweight,KO/TKO Punch,1,3:50
win,Dustin Ortiz,Hector Sandoval,1,0,8,1,0,0,0,0,Flyweight,KO/TKO Punch,1,0:15
win,Rani Yahya,Henry Briones,0,0,3,0,1,0,2,0,Bantamweight,SUB Kimura,1,2:01
win,Jose Quinonez,Diego Rivas,0,0,59,27,1,1,0,2,Bantamweight,U-DEC,3,5:00
win,Joseph Morales,Robert Sanchez,1,0,12,2,0,1,1,0,Flyweight,SUB Rear Naked Choke,1,3:56
win,Jordan Rinaldi,Alvaro Herrera Mendoza,0,0,6,2,0,0,1,1,Lightweight,SUB Von Flue Choke,1,2:01
ncnc,Daniel Cormier,Jon Jones,0,1,58,95,0,0,0,0,Light Heavyweight,Overturned Kick,3,3:01
win,Tyron Woodley,Demian Maia,1,0,57,28,0,0,0,0,Welterweight,U-DEC,5,5:00
win,Cristiane Justino,Tonya Evinger,1,0,74,32,0,1,0,0,Women's Featherweight,KO/TKO Knees,3,1:56
win,Robbie Lawler,Donald Cerrone,0,0,77,82,0,1,0,0,Welterweight,U-DEC,3,5:00
win,Volkan Oezdemir,Jimi Manuwa,0,0,12,2,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,0:42
win,Ricardo Lamas,Jason Knight,0,0,42,8,1,0,0,0,Featherweight,KO/TKO Punches,1,4:34
win,Aljamain Sterling,Renan Barao,0,0,71,19,1,2,0,0,Catch Weight,U-DEC,3,5:00
win,Brian Ortega,Renato Moicano,0,0,65,109,0,2,1,0,Featherweight,SUB Guillotine Choke,3,2:59
win,Calvin Kattar,Andre Fili,0,0,75,73,2,0,0,0,Featherweight,U-DEC,3,5:00
win,Aleksandra Albu,Kailin Curran,0,0,82,86,5,1,0,0,Women's Strawweight,U-DEC,3,5:00
win,Jarred Brooks,Eric Shelton,0,0,27,31,5,1,1,1,Flyweight,S-DEC,3,5:00
win,Drew Dober,Joshua Burkman,1,0,15,11,0,0,0,0,Lightweight,KO/TKO Punch,1,3:04
win,Chris Weidman,Kelvin Gastelum,0,1,36,26,7,0,2,0,Middleweight,SUB Arm Triangle,3,3:45
win,Darren Elkins,Dennis Bermudez,0,0,70,69,3,1,2,0,Featherweight,S-DEC,3,5:00
win,Patrick Cummins,Gian Villante,0,0,86,72,1,0,0,0,Light Heavyweight,S-DEC,3,5:00
win,Jimmie Rivera,Thomas Almeida,2,0,70,72,2,0,0,0,Bantamweight,U-DEC,3,5:00
win,Elizeu Zaleski dos Santos,Lyman Good,0,0,83,75,1,1,0,0,Welterweight,S-DEC,3,5:00
win,Eryk Anders,Rafael Natal,1,0,23,14,1,0,0,0,Middleweight,KO/TKO Punch,1,2:54
win,Alex Oliveira,Ryan LaFlare,1,0,8,5,0,0,1,0,Welterweight,KO/TKO Punch,2,1:50
win,Chase Sherman,Damian Grabowski,0,0,111,68,0,0,0,0,Heavyweight,U-DEC,3,5:00
win,Jeremy Kennedy,Kyle Bochniak,0,0,41,23,8,0,0,0,Featherweight,U-DEC,3,5:00
win,Marlon Vera,Brian Kelleher,0,0,5,8,0,1,2,0,Bantamweight,SUB Armbar,1,2:18
win,Junior Albini,Timothy Johnson,1,0,21,19,0,0,0,0,Heavyweight,KO/TKO Punch,1,2:51
win,Shane Burgos,Godofredo Pepey,3,0,102,51,1,0,0,0,Featherweight,U-DEC,3,5:00
win,Chris Wade,Frankie Perez,0,0,23,22,3,3,2,0,Lightweight,U-DEC,3,5:00
win,Santiago Ponzinibbio,Gunnar Nelson,1,0,7,5,0,0,0,0,Welterweight,KO/TKO Punches,1,1:22
win,Cynthia Calvillo,Joanne Wood,0,0,54,63,2,0,2,0,Women's Strawweight,U-DEC,3,5:00
win,Paul Felder,Stevie Ray,1,0,23,5,0,0,0,0,Lightweight,KO/TKO Elbow,1,3:57
win,Jack Marshman,Ryan Janes,0,0,75,83,0,0,0,0,Middleweight,U-DEC,3,5:00
win,Khalil Rountree Jr.,Paul Craig,1,0,15,17,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,4:56
win,Justin Willis,James Mulheron,0,0,52,36,3,0,0,0,Heavyweight,U-DEC,3,5:00
win,Danny Roberts,Bobby Nash,1,0,24,25,0,2,0,0,Welterweight,KO/TKO Punch,2,3:59
win,Alexandre Pantoja,Neil Seery,1,0,119,82,1,0,1,0,Flyweight,SUB Rear Naked Choke,3,2:31
win,Galore Bofando,Charlie Ward,0,0,10,3,1,0,0,0,Welterweight,KO/TKO Slam,1,2:10
win,Danny Henry,Daniel Teymur,1,0,93,69,1,0,2,0,Lightweight,U-DEC,3,5:00
win,Brett Johns,Albert Morales,0,0,56,28,3,0,1,0,Bantamweight,U-DEC,3,5:00
win,Leslie Smith,Amanda Lemos,0,0,101,68,0,1,0,0,Women's Bantamweight,KO/TKO Elbows,2,2:53
win,Robert Whittaker,Yoel Romero,0,0,74,48,0,4,0,0,Middleweight,U-DEC,5,5:00
win,Alistair Overeem,Fabricio Werdum,0,1,21,49,0,1,0,0,Heavyweight,M-DEC,3,5:00
win,Curtis Blaydes,Daniel Omielanczuk,0,0,72,51,0,0,0,0,Heavyweight,U-DEC,3,5:00
win,Anthony Pettis,Jim Miller,0,0,80,48,1,1,0,0,Lightweight,U-DEC,3,5:00
win,Rob Font,Douglas Silva de Andrade,0,0,70,28,2,2,3,0,Bantamweight,SUB Guillotine Choke,2,4:36
win,Aleksei Oleinik,Travis Browne,1,1,53,35,3,1,2,0,Heavyweight,SUB Rear Naked Choke,2,3:44
win,Chad Laprise,Brian Camozzi,1,0,76,47,1,0,0,0,Welterweight,KO/TKO Punch,3,1:27
win,Thiago Santos,Gerald Meerschaert,0,0,60,15,0,3,0,0,Middleweight,KO/TKO Punches,2,2:04
win,Belal Muhammad,Jordan Mein,0,0,45,36,4,1,0,1,Welterweight,U-DEC,3,5:00
win,Cody Stamann,Terrion Ware,0,0,94,60,8,0,0,0,Featherweight,U-DEC,3,5:00
win,Trevin Giles,James Bochnovic,0,0,41,5,5,0,0,0,Light Heavyweight,KO/TKO Punch,2,2:54
win,Justin Gaethje,Michael Johnson,0,0,104,91,0,1,0,0,Lightweight,KO/TKO Knees,2,4:48
win,Jesse Taylor,Dhiego Lima,0,1,21,4,2,0,2,0,Welterweight,SUB Rear Naked Choke,2,0:43
win,Drakkar Klose,Marc Diakiese,0,0,39,34,3,2,0,0,Lightweight,S-DEC,3,5:00
win,Jared Cannonier,Nick Roehrick,0,0,84,28,1,0,0,0,Light Heavyweight,KO/TKO Elbows,3,2:08
win,Brad Tavares,Elias Theodorou,0,0,31,34,1,3,0,0,Middleweight,U-DEC,3,5:00
win,Jordan Johnson,Marcel Fortuna,0,0,42,53,2,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Angela Hill,Ashley Yoder,0,0,47,26,1,3,0,0,Women's Strawweight,U-DEC,3,5:00
win,James Krause,Tom Gallicchio,0,0,106,53,0,1,0,0,Welterweight,U-DEC,3,5:00
win,CB Dollaway,Ed Herman,0,0,54,24,6,1,1,3,Light Heavyweight,U-DEC,3,5:00
win,Tecia Pennington,Juliana Lima,0,0,15,6,0,1,1,0,Women's Strawweight,SUB Rear Naked Choke,2,0:53
win,Gray Maynard,Teruto Ishihara,0,0,16,8,11,0,2,0,Featherweight,U-DEC,3,5:00
win,Kevin Lee,Michael Chiesa,0,0,22,4,1,0,1,0,Lightweight,SUB Rear Naked Choke,1,4:37
win,Tim Boetsch,Johny Hendricks,0,0,41,10,0,0,0,0,Middleweight,KO/TKO Punches,2,0:46
win,Felice Herrig,Justine Kish,0,0,47,40,2,0,1,0,Women's Strawweight,U-DEC,3,5:00
win,Dominick Reyes,Joachim Christensen,1,0,13,1,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,0:29
win,Tim Means,Alex Garcia,0,0,64,32,0,0,0,0,Welterweight,U-DEC,3,5:00
win,Dennis Siver,BJ Penn,0,1,103,57,0,0,0,0,Featherweight,M-DEC,3,5:00
win,Clay Guida,Erik Koch,0,0,38,13,2,0,0,0,Lightweight,U-DEC,3,5:00
win,Marvin Vettori,Vitor Miranda,0,0,69,51,3,0,0,0,Middleweight,U-DEC,3,5:00
win,Carla Esparza,Maryna Moroz,0,0,40,38,6,0,0,1,Women's Strawweight,U-DEC,3,5:00
win,Darrell Horcher,Devin Powell,0,0,37,43,0,0,2,2,Lightweight,S-DEC,3,5:00
win,Jared Gordon,Michel Quinones,0,0,67,16,4,0,0,0,Featherweight,KO/TKO Punches,2,4:24
win,Anthony Rocco Martin,Johnny Case,0,0,82,92,1,0,1,0,Lightweight,U-DEC,3,5:00
win,Jeremy Kimball,Josh Stansbury,1,0,17,4,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,1:21
win,Holly Holm,Bethe Correia,1,0,25,15,0,0,0,0,Women's Bantamweight,KO/TKO Kick,3,1:09
win,Marcin Tybura,Andrei Arlovski,0,0,51,28,2,0,0,0,Heavyweight,U-DEC,3,5:00
win,Colby Covington,Dong Hyun Kim,0,0,47,19,8,2,0,0,Welterweight,U-DEC,3,5:00
